Unnamed: 0,a,ab,b,c,pentamer,F,carbazole
1719.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cc(-c2ccc3ncccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3oc(-c4cccc(-c5ccc6ncccc6c5)c4-n4c5ccccc5c5ccccc54)cc3c2)c1,Fc1c(-c2ccc3ncccc3c2)cccc1-c1ccc2oc(-c3cccc(-c4ccc5ncccc5c4)c3F)cc2c1,c1ccc2c(c1)[nH]c1ccccc12
1720.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc(Br)o1,c1cc(-c2ccc3ncccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)o2)c1,Fc1c(-c2ccc3ncccc3c2)cccc1-c1ccc(-c2cccc(-c3ccc4ncccc4c3)c2F)o1,c1ccc2c(c1)[nH]c1ccccc12
1721.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)cc21,Fc1c(-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccc(-c5ccc6ncccc6c5)c4F)ccc2-3)cccc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
1722.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)cc1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21,Fc1c(-c2ccc3ncccc3c2)cccc1-c1cc(-c2cccc(-c3ccc4ncccc4c3)c2F)c(Cl)cc1Cl,c1ccc2c(c1)[nH]c1ccccc12
1723.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1cc(-c2ccc3ncccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2cnc3nc(-c4cccc(-c5ccc6ncccc6c5)c4-n4c5ccccc5c5ccccc54)ccc3c2)c1,Fc1c(-c2ccc3ncccc3c2)cccc1-c1cnc2nc(-c3cccc(-c4ccc5ncccc5c4)c3F)ccc2c1,c1ccc2c(c1)[nH]c1ccccc12
1724.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cc(-c2ccc3ncccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2cccc3cccc(-c4cccc(-c5ccc6ncccc6c5)c4-n4c5ccccc5c5ccccc54)c23)c1,Fc1c(-c2ccc3ncccc3c2)cccc1-c1cccc2cccc(-c3cccc(-c4ccc5ncccc5c4)c3F)c12,c1ccc2c(c1)[nH]c1ccccc12
1725.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)ccc2-c2ccc(-c3cccc(-c4ccc5ncccc5c4)c3-n3c4ccccc4c4ccccc43)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccc(-c4ccc5ncccc5c4)c3F)ccc2-c2ccc(-c3cccc(-c4ccc5ncccc5c4)c3F)cc21,c1ccc2c(c1)[nH]c1ccccc12
1726.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)c2nsnc2c1-c1cccc(-c2ccc3ncccc3c2)c1-n1c2ccccc2c2ccccc21,Fc1c(-c2ccc3ncccc3c2)cccc1-c1c(F)c(F)c(-c2cccc(-c3ccc4ncccc4c3)c2F)c2nsnc12,c1ccc2c(c1)[nH]c1ccccc12
1727.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)cc1)c1ccc(-c2cccc(-c3ccc4ncccc4c3)c2-n2c3ccccc3c3ccccc32)cc1,C[Si](C)(c1ccc(-c2cccc(-c3ccc4ncccc4c3)c2F)cc1)c1ccc(-c2cccc(-c3ccc4ncccc4c3)c2F)cc1,c1ccc2c(c1)[nH]c1ccccc12
1728.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1cc(-c2ccc3ncccc3c2)c(-n2c3ccccc3c3ccccc32)c(-c2ccc3nc4ccc(-c5cccc(-c6ccc7ncccc7c6)c5-n5c6ccccc6c6ccccc65)cc4nc3c2)c1,Fc1c(-c2ccc3ncccc3c2)cccc1-c1ccc2nc3ccc(-c4cccc(-c5ccc6ncccc6c5)c4F)cc3nc2c1,c1ccc2c(c1)[nH]c1ccccc12
1750.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cccc(-c2ccc3ncccc3c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(F)cccc2-c2ccc3ncccc3c2)cc1-n1c2ccccc2c2ccccc21,Fc1cc(-c2c(F)cccc2-c2ccc3ncccc3c2)c(F)cc1-c1c(F)cccc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
1769.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1F)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1F)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1c(-c2ccc3ncccc3c2)cccc1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2cccc(-c3ccc4ncccc4c3)c2F)cc1-n1c2ccccc2c2ccccc21,Fc1cc(-c2cccc(-c3ccc4ncccc4c3)c2F)c(F)cc1-c1cccc(-c2ccc3ncccc3c2)c1F,c1ccc2c(c1)[nH]c1ccccc12
1788.0,OB(O)c1ccc2ncccc2c1,Cn1ncc(-c2ccc3ncccc3c2)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Cn1ncc(Br)c1[B-]12OC(=O)C[N+]1(C)CC(=O)O2,Fc1cc(Br)c(F)cc1Br,Cn1ncc(-c2ccc3ncccc3c2)c1-c1cc(-n2c3ccccc3c3ccccc32)c(-c2c(-c3ccc4ncccc4c3)cnn2C)cc1-n1c2ccccc2c2ccccc21,Cn1ncc(-c2ccc3ncccc3c2)c1-c1cc(F)c(-c2c(-c3ccc4ncccc4c3)cnn2C)cc1F,c1ccc2c(c1)[nH]c1ccccc12
1807.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cccc(-c3ccc4ncccc4c3)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccc(Br)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cc(-c2ccc3ncccc3c2)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccc(-c4ccc5ncccc5c4)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2cccc(-c3ccc4ncccc4c3)c2)c(F)cc1-c1cccc(-c2ccc3ncccc3c2)c1,c1ccc2c(c1)[nH]c1ccccc12
1826.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccc(-c3ccc4ncccc4c3)s1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccc(Br)s1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cnc2ccc(-c3ccc(-c4cc(-n5c6ccccc6c6ccccc65)c(-c5ccc(-c6ccc7ncccc7c6)s5)cc4-n4c5ccccc5c5ccccc54)s3)cc2c1,Fc1cc(-c2ccc(-c3ccc4ncccc4c3)s2)c(F)cc1-c1ccc(-c2ccc3ncccc3c2)s1,c1ccc2c(c1)[nH]c1ccccc12
1845.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1ccccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1ccccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1ccc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3ccccc3-c3ccc4ncccc4c3)cc2-n2c3ccccc3c3ccccc32)c(-c2ccc3ncccc3c2)c1,Fc1cc(-c2ccccc2-c2ccc3ncccc3c2)c(F)cc1-c1ccccc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
1864.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cc3cc(-c4ccc5ncccc5c4)ccc3o1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc3cc(Br)ccc3o1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cnc2ccc(-c3ccc4oc(-c5cc(-n6c7ccccc7c7ccccc76)c(-c6cc7cc(-c8ccc9ncccc9c8)ccc7o6)cc5-n5c6ccccc6c6ccccc65)cc4c3)cc2c1,Fc1cc(-c2cc3cc(-c4ccc5ncccc5c4)ccc3o2)c(F)cc1-c1cc2cc(-c3ccc4ncccc4c3)ccc2o1,c1ccc2c(c1)[nH]c1ccccc12
1902.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1sccc1-c1ccc3ncccc3c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1sccc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cnc2ccc(-c3ccsc3-c3cc(-n4c5ccccc5c5ccccc54)c(-c4sccc4-c4ccc5ncccc5c4)cc3-n3c4ccccc4c4ccccc43)cc2c1,Fc1cc(-c2sccc2-c2ccc3ncccc3c2)c(F)cc1-c1sccc1-c1ccc2ncccc2c1,c1ccc2c(c1)[nH]c1ccccc12
1921.0,OB(O)c1ccc2ncccc2c1,C[N+]12CC(=O)O[B-]1(c1cc(-c3ccc4ncccc4c3)cc(C(F)(F)F)c1)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cc(I)cc(C(F)(F)F)c1)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,FC(F)(F)c1cc(-c2ccc3ncccc3c2)cc(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cc(-c4ccc5ncccc5c4)cc(C(F)(F)F)c3)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2cc(-c3ccc4ncccc4c3)cc(C(F)(F)F)c2)c(F)cc1-c1cc(-c2ccc3ncccc3c2)cc(C(F)(F)F)c1,c1ccc2c(c1)[nH]c1ccccc12
1938.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1cccnc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12)c1ccccc1-c1cccnc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12,C[Si](C)(c1ccccc1-c1cccnc1-c1ccc(F)c2ccccc12)c1ccccc1-c1cccnc1-c1ccc(F)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1939.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2ccc(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)nc2)c1,Fc1ccc(-c2ncccc2-c2ccc(-c3cccnc3-c3ccc(F)c4ccccc34)nc2)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1940.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2cc(-n3c4ccccc4c4ccccc43)c(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc2-n2c3ccccc3c3ccccc32)c1,Fc1cc(-c2cccnc2-c2ccc(F)c3ccccc23)c(F)cc1-c1cccnc1-c1ccc(F)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1941.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cc(Br)c2ccccc2c1,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2cc(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c3ccccc3c2)c1,Fc1ccc(-c2ncccc2-c2cc(-c3cccnc3-c3ccc(F)c4ccccc34)c3ccccc3c2)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1942.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Clc1cc(Br)sc1Br,Clc1cc(-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)sc1-c1cccnc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12,Fc1ccc(-c2ncccc2-c2cc(Cl)c(-c3cccnc3-c3ccc(F)c4ccccc34)s2)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1943.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Cc1nc2c(Br)c3nsnc3c(Br)c2nc1C,Cc1nc2c(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c3nsnc3c(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2nc1C,Cc1nc2c(-c3cccnc3-c3ccc(F)c4ccccc34)c3nsnc3c(-c3cccnc3-c3ccc(F)c4ccccc34)c2nc1C,c1ccc2c(c1)[nH]c1ccccc12
1944.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccccc1Oc1ccccc1Br,c1ccc(-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(Oc2ccccc2-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c1,Fc1ccc(-c2ncccc2-c2ccccc2Oc2ccccc2-c2cccnc2-c2ccc(F)c3ccccc23)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1945.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,CC(C)(C)c1ccc2c(Br)c3ccccc3c(Br)c2c1,CC(C)(C)c1ccc2c(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c3ccccc3c(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)c2c1,CC(C)(C)c1ccc2c(-c3cccnc3-c3ccc(F)c4ccccc34)c3ccccc3c(-c3cccnc3-c3ccc(F)c4ccccc34)c2c1,c1ccc2c(c1)[nH]c1ccccc12
1946.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1cc(Br)c(F)cc1Br,Fc1cc(-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(F)cc1-c1cccnc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12,Fc1cc(-c2cccnc2-c2ccc(F)c3ccccc23)c(F)cc1-c1cccnc1-c1ccc(F)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1947.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2oc(Br)cc2c1,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2ccc3oc(-c4cccnc4-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cc3c2)c1,Fc1ccc(-c2ncccc2-c2ccc3oc(-c4cccnc4-c4ccc(F)c5ccccc45)cc3c2)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1948.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc(Br)o1,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2ccc(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)o2)c1,Fc1ccc(-c2ncccc2-c2ccc(-c3cccnc3-c3ccc(F)c4ccccc34)o2)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1949.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2c(c1)C1(c3ccccc3-c3ccccc31)c1cc(Br)ccc1-2,c1ccc2c(c1)-c1ccccc1C21c2cc(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)ccc2-c2ccc(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc21,Fc1ccc(-c2ncccc2-c2ccc3c(c2)C2(c4ccccc4-c4ccccc42)c2cc(-c4cccnc4-c4ccc(F)c5ccccc45)ccc2-3)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1950.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Clc1cc(Cl)c(Br)cc1Br,Clc1cc(Cl)c(-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc1-c1cccnc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12,Fc1ccc(-c2ncccc2-c2cc(-c3cccnc3-c3ccc(F)c4ccccc34)c(Cl)cc2Cl)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1951.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cnc2nc(Br)ccc2c1,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2cnc3nc(-c4cccnc4-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)ccc3c2)c1,Fc1ccc(-c2ncccc2-c2cnc3nc(-c4cccnc4-c4ccc(F)c5ccccc45)ccc3c2)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1952.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1cccc2cccc(Br)c12,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2cccc3cccc(-c4cccnc4-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)c23)c1,Fc1ccc(-c2ncccc2-c2cccc3cccc(-c4cccnc4-c4ccc(F)c5ccccc45)c23)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1953.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(I)ccc2-c2ccc(I)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)ccc2-c2ccc(-c3cccnc3-c3ccc(-n4c5ccccc5c5ccccc54)c4ccccc34)cc21,CCCCC(CC)CC1(CC(CC)CCCC)c2cc(-c3cccnc3-c3ccc(F)c4ccccc34)ccc2-c2ccc(-c3cccnc3-c3ccc(F)c4ccccc34)cc21,c1ccc2c(c1)[nH]c1ccccc12
1954.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Fc1c(F)c(Br)c2nsnc2c1Br,Fc1c(F)c(-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c2nsnc2c1-c1cccnc1-c1ccc(-n2c3ccccc3c3ccccc32)c2ccccc12,Fc1c(F)c(-c2cccnc2-c2ccc(F)c3ccccc23)c2nsnc2c1-c1cccnc1-c1ccc(F)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1955.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,C[Si](C)(c1ccc(Br)cc1)c1ccc(Br)cc1,C[Si](C)(c1ccc(-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc1)c1ccc(-c2cccnc2-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cc1,C[Si](C)(c1ccc(-c2cccnc2-c2ccc(F)c3ccccc23)cc1)c1ccc(-c2cccnc2-c2ccc(F)c3ccccc23)cc1,c1ccc2c(c1)[nH]c1ccccc12
1956.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1cccnc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1cccnc1Br)OC(=O)C2,Brc1ccc2nc3ccc(Br)cc3nc2c1,c1cnc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2ccc3nc4ccc(-c5cccnc5-c5ccc(-n6c7ccccc7c7ccccc76)c6ccccc56)cc4nc3c2)c1,Fc1ccc(-c2ncccc2-c2ccc3nc4ccc(-c5cccnc5-c5ccc(F)c6ccccc56)cc4nc3c2)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1976.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,C[Si](C)(c1ccccc1Br)c1ccccc1Br,C[Si](C)(c1ccccc1-c1c(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cccc1-n1c2ccccc2c2ccccc21)c1ccccc1-c1c(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)cccc1-n1c2ccccc2c2ccccc21,C[Si](C)(c1ccccc1-c1c(F)cccc1-c1ccc(F)c2ccccc12)c1ccccc1-c1c(F)cccc1-c1ccc(F)c2ccccc12,c1ccc2c(c1)[nH]c1ccccc12
1977.0,OB(O)c1ccc(F)c2ccccc12,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1-c1ccc(F)c3ccccc13)OC(=O)C2,C[N+]12CC(=O)O[B-]1(c1c(F)cccc1Br)OC(=O)C2,Brc1ccc(Br)nc1,c1cc(-c2ccc(-n3c4ccccc4c4ccccc43)c3ccccc23)c(-c2ccc(-c3c(-c4ccc(-n5c6ccccc6c6ccccc65)c5ccccc45)cccc3-n3c4ccccc4c4ccccc43)nc2)c(-n2c3ccccc3c3ccccc32)c1,Fc1cccc(-c2ccc(F)c3ccccc23)c1-c1ccc(-c2c(F)cccc2-c2ccc(F)c3ccccc23)nc1,c1ccc2c(c1)[nH]c1ccccc12
